-1.047687090371701851e-01,-5.560701844540873878e-02,3.669611056640111335e-01
-1.049581825236221011e-01,-5.548872598031007186e-02,3.679643703335788163e-01
-1.029411384178803984e-01,-5.552450500314087128e-02,3.661658965699771673e-01
-2.133762278563613654e-02,-5.194051267753686807e-02,3.626267276129221395e-01
1.643049338834067646e-02,-4.915286419941798657e-02,3.625543456541764353e-01
6.132672722746788235e-02,-4.784375315708022658e-02,3.609218593092808902e-01
1.003366597903782020e-01,-4.650424650978778746e-02,3.625844251826367270e-01
1.003173203112387585e-01,-4.637727082199929324e-02,3.626370616715658413e-01
4.236270450232403756e-02,-4.205275128223952275e-02,3.619593204700702893e-01
-7.824632249388484284e-02,-2.832603213560934072e-02,3.636763065476393830e-01
-1.032682975026122246e-01,-2.539548883443066771e-02,3.654432186473370314e-01
-1.019334290069215665e-01,-2.517541526126341675e-02,3.651871424216142636e-01
-9.861929089971552091e-04,-1.541028828212723939e-02,3.643298684374879914e-01
7.854789707141177080e-02,-5.565717288105283961e-03,3.603125952810066757e-01
1.000286190228414224e-01,-2.824520481611849428e-03,3.608095106916394124e-01
1.000914443658090375e-01,-2.721349000975414271e-03,3.612477323421425246e-01
1.434144198440351695e-02,1.135505336141962116e-03,3.609324521739986635e-01
-9.899196048141735427e-02,8.361376336918814253e-03,3.653484163928560347e-01
-1.037420175558334129e-01,8.892038883838547167e-03,3.643925377369861551e-01
-5.775207487516737653e-02,1.780896186387760996e-02,3.637744268244091916e-01
7.606444489155682331e-02,3.696718062365177138e-02,3.610798924300154811e-01
9.841056538241721441e-02,3.987408672241071067e-02,3.611234474377796877e-01
1.000639031978353549e-01,4.070912280462302829e-02,3.610684605898081823e-01
8.394047752318302413e-02,4.358250072498946054e-02,3.612329999754252952e-01
-6.835763923103695128e-02,5.355452300113633379e-02,3.641982756055636705e-01
-1.028555333033880637e-01,5.518658527218395227e-02,3.639066410612352698e-01
-1.030801232575548204e-01,5.597268910312457740e-02,3.643470087532255097e-01
-5.344369471418096429e-02,6.133339030037630868e-02,3.616729460312081423e-01
8.176726735611898611e-02,7.819364813209696286e-02,3.630100853996175991e-01
1.003976770301568261e-01,8.071269852997432770e-02,3.625852473415432931e-01
7.049341402974125537e-02,9.060344960994273777e-02,3.644065864251737064e-01
-1.960198591635413032e-02,9.928132804645287135e-02,3.648723885647111587e-01
-8.977533692564063084e-02,9.722931863895742377e-02,3.663632601316185178e-01
-1.047484009503668739e-01,9.534032857269028605e-02,3.651925729425480882e-01
-5.626176437360382032e-02,1.102387987303946326e-01,3.483801717859375535e-01
