-0.034828,0.999314,-0.009643,0.008078
-0.028245,0.999561,-0.006336,0.006357
-0.031444,0.999474,-0.001543,0.007782
-0.113668,0.993474,-0.001981,0.009217
-0.117307,0.993039,-0.000972,0.010558
-0.118229,0.992944,0.006976,0.005872
-0.142045,0.989748,-0.006985,0.013160
-0.144955,0.989324,-0.005238,0.014100
-0.142202,0.989732,-0.008661,0.011617
-0.224266,0.974417,0.006237,0.013300
-0.223220,0.974674,0.007165,0.011476
-0.219157,0.975537,0.007215,0.015666
-0.250713,0.968057,-0.001695,0.002478
-0.247569,0.968847,-0.005145,0.004239
-0.251505,0.967778,-0.007556,0.009648
-0.295273,0.955192,0.011499,0.017016
-0.289753,0.957006,0.011841,0.006567
-0.292801,0.956073,0.009472,0.010109
-0.288062,0.957590,0.001599,0.006195
-0.284798,0.958582,0.001122,0.003118
-0.288035,0.957590,0.002443,0.007194
-0.288940,0.957274,0.002847,0.011533
-0.289444,0.957110,0.001836,0.012648
-0.282682,0.959184,-0.003800,0.006552
-0.254037,0.967106,-0.009566,0.008952
-0.246607,0.969054,-0.010596,0.002717
-0.251878,0.967727,-0.001133,0.007792
-0.209734,0.977717,-0.001134,0.008984
-0.206741,0.978387,-0.000047,0.004053
-0.209555,0.977773,0.005474,0.004151
-0.232691,0.972542,-0.003730,0.001845
-0.228684,0.973494,-0.003083,0.002043
-0.227732,0.973717,-0.003499,0.000371
-0.229712,0.973216,-0.008467,0.003464
-0.230317,0.973046,-0.010331,0.005286
-0.231105,0.972896,-0.007487,0.002721
-0.224615,0.974446,0.000417,0.001480
-0.222558,0.974913,-0.001203,-0.003210
-0.221226,0.975221,0.001324,-0.001496
-0.196557,0.980323,-0.003981,0.017761
-0.205007,0.978711,-0.005115,0.008436
-0.204398,0.978851,-0.005238,0.006724
-0.224581,0.974326,-0.013293,0.008679
-0.214164,0.976710,0.001801,0.013005
-0.215591,0.976377,-0.001823,0.014319
-0.166193,0.985807,-0.008115,0.022342
-0.169487,0.985388,-0.005599,0.015925
-0.171325,0.985068,0.001216,0.016953
-0.264087,0.964452,-0.008555,0.004063
-0.260586,0.965360,-0.013190,0.000652
-0.259905,0.965595,-0.008436,0.002243
-0.321304,0.946970,-0.003335,0.001037
-0.331856,0.943329,0.000445,-0.001596
-0.333410,0.942780,-0.000543,-0.001780
-0.219978,0.975423,0.012078,0.003760
-0.209832,0.977714,0.006721,0.000790
-0.208149,0.978054,0.009148,0.000555
-0.215000,0.976531,-0.000403,0.012701
-0.210423,0.977559,0.000752,0.010007
-0.214924,0.976585,-0.003065,0.008984
-0.253039,0.967455,0.000621,-0.001304
-0.241967,0.970251,0.007990,-0.000633
-0.247824,0.968765,-0.001314,0.008751
-0.281748,0.959477,-0.003989,-0.002282
-0.280134,0.959927,-0.007652,-0.002360
-0.287083,0.957892,-0.005034,0.000618
-0.328659,0.944353,-0.010665,0.008138
-0.320767,0.947042,-0.012045,0.008615
-0.323891,0.946081,-0.003652,0.003541
-0.343943,0.938956,-0.007909,-0.001482
-0.341645,0.939773,-0.009870,0.002887
-0.340189,0.940301,-0.010271,-0.000512
-0.179133,0.983680,-0.014711,0.008262
-0.175363,0.984369,-0.015319,0.005518
-0.179959,0.983504,-0.016421,0.008035
-0.147797,0.988973,-0.008850,0.003262
-0.156111,0.987705,-0.008196,0.000566
-0.156843,0.987596,-0.007169,-0.001769
-0.151738,0.988394,-0.007201,0.000501
-0.159688,0.987092,-0.012083,0.001760
-0.153851,0.988072,-0.006647,0.000144
-0.137211,0.990534,-0.001296,0.003634
-0.140058,0.990134,-0.003973,0.001466
-0.135875,0.990711,-0.001503,0.005276
-0.162313,0.986736,0.000718,0.002572
-0.161363,0.986884,-0.003422,0.003066
-0.162040,0.986783,0.000033,0.001562
-0.202754,0.979199,-0.007400,0.002356
-0.208635,0.977968,-0.002624,0.006641
-0.201647,0.979429,0.001820,0.007287
-0.232607,0.972562,0.003427,-0.002410
-0.232796,0.972487,0.007260,0.004714
-0.231536,0.972810,0.005378,0.001730
-0.222879,0.974763,-0.006573,0.010908
-0.215989,0.976340,-0.002019,0.010207
-0.217094,0.976134,0.003377,0.004645
-0.133350,0.991008,-0.005493,0.009568
-0.126866,0.991886,0.000235,0.008239
-0.129733,0.991514,0.002240,0.008039
-0.148617,0.988887,0.003443,0.001994
-0.160998,0.986869,0.000343,0.012973
-0.166364,0.985999,0.001042,0.011279
-0.202719,0.979196,-0.008175,-0.003662
-0.197849,0.980219,-0.004347,-0.002619
-0.199713,0.979826,-0.007500,-0.000433
-0.215121,0.976562,-0.005828,-0.003873
-0.217074,0.976103,-0.009049,0.004449
-0.218498,0.975832,0.002783,-0.001550
-0.192573,0.981262,-0.006232,0.001550
