-2.691014564772454751e-02,-1.394883117245077631e-01,6.515039811428209315e-01
-7.545646779570626406e-03,-1.343691296743079466e-01,6.557028123705841427e-01
9.608313519101321226e-03,-1.351439417621740080e-01,6.535283634885709070e-01
2.892822456064890815e-02,-1.367838467764018184e-01,6.556260334446812887e-01
4.993028726861253874e-02,-1.375428454390812960e-01,6.506373420108190198e-01
6.829124137573561182e-02,-1.392876163605350215e-01,6.507419769895284034e-01
8.536951077818706601e-02,-1.401321775931345381e-01,6.476423630469982928e-01
1.007166327477961032e-01,-1.371334456890189457e-01,6.405055905843073383e-01
1.197612423394621012e-01,-1.352972749255829665e-01,6.399256360449060432e-01
1.376303165606192480e-01,-1.358324244478188170e-01,6.374308842665864505e-01
1.553218485063734555e-01,-1.340022270750217681e-01,6.260421971215087700e-01
1.551116086211476175e-01,-1.116117790016296213e-01,6.261923850959199012e-01
1.539987451084061931e-01,-7.747587982667220041e-02,6.302527699729114641e-01
1.550459506958130063e-01,-4.157782335233337762e-02,6.277009840758707160e-01
1.536074124382714179e-01,-5.718132007982332579e-03,6.252595890826688763e-01
1.478328688636897092e-01,2.799089078519958335e-02,6.221507440534386202e-01
1.464378545742504034e-01,4.827514801861015198e-02,6.234282331887969208e-01
1.187879420404144154e-01,4.732060510217546423e-02,6.232278909287733981e-01
9.421806339786073514e-02,4.659432584075068329e-02,6.242759656029962523e-01
7.217944325556639729e-02,4.656874246225660430e-02,6.375301728166435922e-01
4.703167149271356151e-02,4.573884256560556416e-02,6.396941575180170592e-01
2.242532649670065867e-02,4.544365502038009985e-02,6.473225605956012263e-01
-3.539597707122282833e-03,4.522137459111764263e-02,6.513288189874740786e-01
-3.099931426793191974e-02,4.356637660229738251e-02,6.512123532347219301e-01
-3.605719396635088947e-02,2.459863541818470972e-02,6.576780120656716688e-01
-2.932566853800829682e-02,-2.051675735663523875e-02,6.547907208031015225e-01
-2.595013753127625028e-02,-6.944170150619585757e-02,6.534005033121875750e-01
-2.805202951442569217e-02,-1.230489845838604046e-01,6.566299276057460110e-01
-4.826795790261388663e-02,-1.445613637049430189e-01,5.282211022635514563e-01
-3.416168596825875509e-02,-1.437436549407744568e-01,5.277403808397592710e-01
2.372226262068886406e-03,-1.444594811862922878e-01,5.228725319960454421e-01
2.988733418959800894e-02,-1.442095666665227094e-01,5.184809009352555620e-01
6.314210775073106352e-02,-1.427857062543919642e-01,5.091231969134302204e-01
9.194869415422012027e-02,-1.405414081416843652e-01,5.013245471992265889e-01
1.276951383741819490e-01,-1.408667826383473987e-01,4.946565698277474166e-01
1.407020661840780174e-01,-1.184900332665809741e-01,4.870262300950656265e-01
1.390039533734843125e-01,-6.342823964584777541e-02,4.866514894036838013e-01
1.409473390863403008e-01,-1.226083871330399012e-02,4.864805849146474070e-01
1.367919777974956896e-01,2.334320911473973179e-02,4.824130446139431871e-01
1.349161265982187219e-01,5.074260176313875881e-02,4.801030837668966988e-01
1.139046507051838797e-01,5.393127930053366603e-02,4.888862365037296986e-01
8.666432163738159444e-02,5.333036814920841251e-02,4.896444262695984762e-01
5.875272918282455070e-02,5.331218786689349842e-02,4.965629729004302217e-01
2.518457183368948832e-02,5.064842352819434040e-02,4.986379598919842282e-01
-1.089465928692335758e-02,5.071621710592744137e-02,5.097893480758066698e-01
-4.977264595362639044e-02,5.248647786862455089e-02,5.145217117691084363e-01
-5.274538441463270944e-02,2.224398127806493514e-02,5.178998040492756028e-01
-5.087612827904396118e-02,-2.196108500108748945e-02,5.183360358501508669e-01
-4.793906940891309171e-02,-6.267990316280561136e-02,5.223819835434478920e-01
-4.341521096279731678e-02,-1.021866503237828794e-01,5.231692664021520001e-01
-4.670046463218863880e-02,-1.435140437452158968e-01,5.263051235327257382e-01
