-8.599516830534668088e+01,7.382330243550733861e+00,-1.733901933459608529e+02
-8.595171305663163253e+01,6.392335031048135718e+00,-1.734896422873547124e+02
-7.952573357010602706e+01,6.354005521474492824e+00,-1.733428759959588490e+02
-6.587897636190400874e+01,6.101620168853354009e+00,-1.730579564952415694e+02
-4.686964282469820375e+01,5.293698594647170630e+00,-1.727084166318048233e+02
-3.121427031028005672e+01,5.886653486799491297e+00,-1.734254825531024551e+02
-1.558287410186107103e+01,5.644855787868804597e+00,-1.728856571923687966e+02
5.118388500144003928e+00,3.878913425286854011e+00,-1.731893789652178839e+02
3.710742472439261519e+01,3.898807634941308553e+00,-1.737344598605748729e+02
5.972169407853571244e+01,2.996619796963081672e+00,-1.737999407913591483e+02
7.566227468809314871e+01,5.020539825722972971e+00,-1.743052649592848695e+02
8.719045637419031891e+01,4.183519294709945768e+00,-1.741627655934863981e+02
1.071934138747608074e+02,4.538052640130411319e+00,-1.745834142750822764e+02
1.253161332735832190e+02,5.016073356694271013e+00,-1.741764055436779302e+02
1.443907474979521908e+02,5.714672133457182390e+00,-1.757561399572701646e+02
1.607535594715722311e+02,6.548393049998034066e+00,-1.753673130005245184e+02
1.762347014099433977e+02,6.522412962467534214e+00,-1.750451918629494514e+02
-1.693544819114009670e+02,6.293144388908104681e+00,-1.746076736093483248e+02
-1.551543238939079856e+02,6.371308877338965893e+00,-1.743506949939027493e+02
-1.480065556319679274e+02,6.563101794442951942e+00,-1.743234606813106495e+02
-1.340919198611898651e+02,6.277238763962643020e+00,-1.751092592160989625e+02
-1.198648333349121344e+02,7.314428043431281168e+00,-1.747982943401484590e+02
-1.031682875154416763e+02,7.006668446796346927e+00,-1.739129614717676304e+02
-8.816799433253075335e+01,7.802304758911871474e+00,-1.734843694731249570e+02
-5.674694941920579083e+01,5.133611747431230832e+00,-1.735390390315227478e+02
-2.951595915488703170e+01,5.114647236616389314e+00,-1.726451670672110197e+02
-1.794111543061157121e+01,5.026868396126012328e+00,-1.725886056130967461e+02
-2.365775579791220995e+00,5.625998119286584220e+00,-1.730834413683192849e+02
1.283668687613253390e+01,5.355316124922913978e+00,-1.729150792341075658e+02
3.773810588280555578e+01,3.533264780810146721e+00,-1.734375848556703374e+02
6.887830609976036556e+01,4.209279608986406629e+00,-1.741998461125347433e+02
8.837680709954160818e+01,4.364167954785871828e+00,-1.741197888247272374e+02
1.044073019623645564e+02,4.341707790341507334e+00,-1.743333726963879258e+02
1.265002684441737557e+02,4.695440208641699975e+00,-1.747926784341846371e+02
1.520700851594593814e+02,6.412604376635318459e+00,-1.756319984258131797e+02
1.745964915723420745e+02,6.517268911957556199e+00,-1.748596417617383736e+02
-1.661995494432299836e+02,6.319283730984137648e+00,-1.749047899639052162e+02
-1.343754887945420364e+02,6.455475145101829071e+00,-1.749956262388131449e+02
-1.095435434930154628e+02,6.948061314537627098e+00,-1.742758968979968586e+02
-9.841301842644475073e+01,6.890329621371693136e+00,-1.737432502317448666e+02
-9.376716824988581322e+01,6.893899935164359505e+00,-1.737067230948759970e+02
-9.207532199572878540e+01,6.499407723802581138e+00,-1.733683941671644391e+02
